Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes
BERRIA-BLANC (Mme), Béatrice; ; ; ;née à Gènes. -7, villa Michel-Ange (Auteuil; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;Dans l'engadine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BERTHIER, Paul; ; ; ;né à Paris. -13, rue Bonaparte; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;Un intérieur breton;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BERTHIER, Paul; ; ; ;né à Paris. -13, rue Bonaparte; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70;Deux études;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BERTHIER, Paul; ; ; ;né à Paris. -13, rue Bonaparte; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;71;Un vieillard. Auvergne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BERTHIER, Paul; ; ; ;né à Paris. -13, rue Bonaparte; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;72;Fileuse;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;La gorge de loup, Fontainebleau;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Bouquet de chrysanthèmes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;75;Herbes folles;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;Langouste;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;Rocquefort;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78;Intérieur de cour, Marlotte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;79;Coin de Normandie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;80;Bouillotte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;81;Pie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BESSET, Cyrille; ; ; ;né à Saint-Sernin-du-Plain (Saône Loire. -7, villa Michel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;82;Brioches;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;83;L'insurgée;Dessin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;84;Buste de paysanne;Dessin détrempe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;Homme de peine;Dessin détrempe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;86;L'insurgée;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87;Village au clair de lune, novembre;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;Profil de vieille femme;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;89;Le jour des morts;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;90;Le sorcier;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;91;L'insurgée;Détrempe et pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLACHE, Philippe-Charles; ; ; ;né à Paris. -13, rue Ravignan, chez M. Guiguet; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;92;Le paysan;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLANC, Irenée; ; ; ;née à Laguepie (Tarn-et-Garonne). - 44, rue Gay-Lussac (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;93;Revue de 89;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOCH, Anna; ; ; ;née à Bruxelles. -1, avenne de la Toi son; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;94;Les foins;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOCH, Anna; ; ; ;née à Bruxelles. -1, avenne de la Toi son; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95;Les sabotiers;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOCH, Anna; ; ; ;née à Bruxelles. -1, avenne de la Toi son; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;96;Les pavots;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOCH, Anna; ; ; ;née à Bruxelles. -1, avenne de la Toi son; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;97;Octobre;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONNAFFÉ, Jules; ; ; ;né à Bordeaux. -36, avenue du Roule, Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;La Marseillaise;Plâtre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONNAFFÉ, Jules; ; ; ;né à Bordeaux. -36, avenue du Roule, Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99;Mater Dolorosa;Plâtre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONNAFFÉ, Jules; ; ; ;né à Bordeaux. -36, avenue du Roule, Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;100;Acrobate;Bronze; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONNAFFÉ, Jules; ; ; ;né à Bordeaux. -36, avenue du Roule, Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;101;Couronne de roses;Terre cuite; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONNAFFÉ, Jules; ; ; ;né à Bordeaux. -36, avenue du Roule, Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;102;La mer, clair de lune;Fusain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONNAFFÉ, Jules; ; ; ;né à Bordeaux. -36, avenue du Roule, Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;103;La pointe de Dives;Fusain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONNAFFÉ, Jules; ; ; ;né à Bordeaux. -36, avenue du Roule, Neuilly (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;104;Marine. Dives;Fusain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUDROT, Alexis; ; ; ;né à Dinan (Côtes-du-Nord). -1, rue Leclerc; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;105;La maison Usher;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUDROT, Alexis; ; ; ;né à Dinan (Côtes-du-Nord). -1, rue Leclerc; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106;Liseur;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOURDAIS (Mlle), Julienne; ; ; ;née à Poissy. -12, avenue de Versailles. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;107;Étude;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOURDAIS (Mlle), Julienne; ; ; ;née à Poissy. -12, avenue de Versailles. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108;Portrait;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRANDT, Pierre; ; ; ; né à Paris. -Ile Saint-Denis (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;109;Rue de l'Abreuvoir, à Montmartre;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRANDT, Pierre; ; ; ; né à Paris. -Ile Saint-Denis (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;110;Port du Touage, Ile Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRANDT, Pierre; ; ; ; né à Paris. -Ile Saint-Denis (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;111;Rue des Saules, Montmartre;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRANDT, Pierre; ; ; ; né à Paris. -Ile Saint-Denis (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112;Nature morte.;appartient à Mme Urban; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRANDT, Pierre; ; ; ; né à Paris. -Ile Saint-Denis (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113;Bords de la Seine. Automne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRANDT, Pierre; ; ; ; né à Paris. -Ile Saint-Denis (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;114;Canal Saint-Denis. Printemps;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRANDT, Pierre; ; ; ; né à Paris. -Ile Saint-Denis (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;115;Premiers verts;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRESSANT, Paul; ; ; ; né à la Basse-Terre (Guadeloupe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;116;Forêt;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRESSANT, Paul; ; ; ; né à la Basse-Terre (Guadeloupe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;117;Sentier dans les bois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRESSANT, Paul; ; ; ; né à la Basse-Terre (Guadeloupe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;118;Roses;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRESSANT, Paul; ; ; ; né à la Basse-Terre (Guadeloupe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;119;Objets d'art;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRETHEAU, Félix; ; ; ;né à Orléans. -133, avenue du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;120;Paysage;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRETHEAU, Félix; ; ; ;né à Orléans. -133, avenue du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;121;Paysage;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRETHEAU, Félix; ; ; ;né à Orléans. -133, avenue du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;122;Paysage;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRETHEAU, Félix; ; ; ;né à Orléans. -133, avenue du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;123;Paysage;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRETHEAU, Félix; ; ; ;né à Orléans. -133, avenue du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;124;Paysage;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRIET, Jules; ; ; ;né à la Ferté-sous-Jouarre. -30, rue du Temple (Saumur; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;125;Les bords du Morin à la Ferté;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRIET, Jules; ; ; ;né à la Ferté-sous-Jouarre. -30, rue du Temple (Saumur; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;Les bords du Touet à Saumur;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRIET, Jules; ; ; ;né à la Ferté-sous-Jouarre. -30, rue du Temple (Saumur; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;127;Mon portrait;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRION, Léon; ; ; ; né à Paris. -Pont-Ayen (Finistère; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;128;Nouvelles du frère;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRION, Léon; ; ; ; né à Paris. -Pont-Ayen (Finistère; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;129;Étude;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRION, Paul; ; ; ;né à Paris. -135, Boulevard Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130;Réverie;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROC, François; ; ; ;né à Nîmes (Gard). -18, rue de l'Orient (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;131;Le chaos;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROC, François; ; ; ;né à Nîmes (Gard). -18, rue de l'Orient (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;132;Non;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROC, François; ; ; ;né à Nîmes (Gard). -18, rue de l'Orient (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;133;Le grand problème;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROC, François; ; ; ;né à Nîmes (Gard). -18, rue de l'Orient (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;134;Oui;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROC, François; ; ; ;né à Nîmes (Gard). -18, rue de l'Orient (Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;135;L'ordre;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROU P. C. (de), Prosper; ; ; ;né à Brou (Eure-et-Loir. - 15, faubourg Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;136;Paysage;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROU P. C. (de), Prosper; ; ; ;né à Brou (Eure-et-Loir. - 15, faubourg Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;137;Nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROU P. C. (de), Prosper; ; ; ;né à Brou (Eure-et-Loir. - 15, faubourg Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;138;Nature morte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
